0.00025;27,977;18663;27,946
0.00025;32,328;15228;32,127
0.00025;32,933;17510;32,857
0.00025;30,807;20746;30,789
0.00025;24,500;24970;24,500
0.00025;28,304;24948;28,303
0.00025;29,690;21000;29,666
0.00025;25,783;24995;25,783
0.00025;31,490;20081;31,451
0.00025;30,963;21112;30,949
0.00025;29,167;24231;29,165
0.00025;32,994;17918;32,908
0.00025;24,268;24928;24,268
0.00025;27,246;24991;27,246
0.00025;31,665;19847;31,637
0.00025;31,456;19375;31,403
0.00025;29,714;21723;29,704
0.00025;26,853;24999;26,853
0.00025;29,507;20288;29,495
0.00025;31,149;24968;31,148
0.00025;28,256;24999;28,256
0.00025;29,654;23737;29,650
0.00025;31,419;24827;31,417
0.00025;26,666;24862;26,664
0.00025000000000000017;29,366;22122;29,341
